"id","price"
25850,135.225448608398
26433,68.7653274536133
26588,90.1906051635742
30272,126.659622192383
34712,72.2182083129883
35513,83.6012496948242
40028,62.2359962463379
40477,201.424896240234
44867,172.65771484375
45479,182.744750976562
45528,131.142028808594
46170,139.921920776367
46474,151.663375854492
47359,153.152893066406
47878,90.024772644043
53397,71.2203674316406
53685,94.9319152832031
55914,422.089904785156
60854,145.160491943359
64877,109.256713867188
66269,65.2289047241211
67655,120.385101318359
69978,125.171585083008
70981,88.1838989257812
71277,114.310089111328
75076,210.084686279297
78607,97.6526489257812
81779,176.422760009766
82530,82.1912689208984
82561,165.967895507812
90839,183.731994628906
91433,127.311370849609
92412,115.053268432617
93929,183.962142944336
97807,165.269897460938
99530,245.47119140625
103433,72.9747009277344
104676,41.8732528686523
105371,280.749267578125
105758,77.3674774169922
109677,199.120269775391
114121,145.342498779297
117725,146.442855834961
120805,68.9556198120117
122724,130.37321472168
125347,49.5078201293945
125432,69.6046524047852
129761,73.1587295532227
134021,233.641418457031
136567,164.680206298828
139455,60.227653503418
144447,173.629425048828
144670,182.471481323242
144908,210.863143920898
147822,82.9784545898438
150867,29.5046768188477
155483,127.658271789551
155495,358.8330078125
157063,52.905460357666
159338,57.1422538757324
159872,176.836349487305
161170,128.168685913086
163411,166.510940551758
165533,96.8196716308594
169157,216.361312866211
170943,69.5612564086914
172725,229.065063476562
172758,168.109634399414
173540,223.863067626953
177083,132.519729614258
180196,239.035095214844
182162,168.270172119141
182666,87.0236892700195
183068,205.455642700195
187865,304.564239501953
190389,68.9715881347656
208672,200.341873168945
210496,272.501037597656
211772,61.4921226501465
212479,191.674514770508
215164,136.488815307617
215508,200.166412353516
219652,96.7477798461914
222488,149.998931884766
222579,95.4744033813477
222678,169.739532470703
222755,99.6203918457031
225482,132.223922729492
226024,190.668991088867
227147,70.3210296630859
229510,159.131072998047
231914,99.1618957519531
234812,226.181762695312
235996,237.074066162109
236199,214.363006591797
246105,163.759811401367
246541,37.2778282165527
251129,70.2686920166016
254883,232.919692993164
257366,152.606018066406
260440,161.697250366211
261033,108.419006347656
262058,75.5449600219727
267780,109.808601379395
273381,93.373291015625
277530,74.332763671875
278167,91.1995849609375
280617,57.2457847595215
289795,65.6864166259766
290952,60.4720001220703
291513,128.53938293457
292832,148.976837158203
294207,95.5802001953125
304984,136.799758911133
309703,145.81298828125
309978,94.4355163574219
310814,158.084579467773
312426,212.064331054688
319567,119.362998962402
321013,209.576354980469
333614,155.977340698242
340680,67.6321258544922
341029,107.231300354004
345983,171.536529541016
347022,83.5227127075195
348109,154.622253417969
348204,182.293212890625
359302,374.419403076172
360711,332.959136962891
361958,69.9066772460938
363081,69.6342926025391
365784,119.859733581543
366192,84.6893997192383
369136,203.150451660156
371802,206.306030273438
378041,84.4126510620117
379493,67.7148284912109
383327,77.2455139160156
386601,267.137908935547
392799,57.4504318237305
394374,96.5389251708984
394732,35.3554611206055
